cognome,nome,classe,disciplina,data_valutazione,voto,tipo
Bajardi,Arturo,5CIT,Lingua Inglese,2024-05-09,3.1,pratico
Natta,Ludovico,5CIT,Lingua e Letteratura Italiana,2024-05-06,8.3,pratico
Alighieri,Gabriele,5CIT,Scienze Motorie e Sportive,2023-12-29,5.4,pratico
Bajamonti,Tonino,3BIT,Religione Cattolica,2024-05-22,4.3,orale
Bajardi,Arturo,5CIT,Storia,2024-06-07,5.2,pratico
Cimini,Tatiana,5CIT,Storia,2024-05-28,4.8,scritto
Carocci,Emma,5CIT,Storia,2023-10-11,5.6,orale
Fantoni,Alphons,5CIT,Informatica,2024-03-21,6.1,scritto
Pedrazzini,Atenulf,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-15,8.7,scritto
Petrocelli,Manuel,4BIT,Sistemi e Reti,2024-02-27,6.5,scritto
Blasi,Mirko,4BIT,Matematica,2024-03-02,7.3,pratico
Versace,Mattia,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-05-20,7.7,pratico
Staglieno,Pierluigi,5CIT,Lingua e Letteratura Italiana,2024-02-21,5.8,pratico
Ricci,Rita,3BIT,Lingua Inglese,2024-01-10,6.9,scritto
Sgarbi,Fortunata,5CIT,Matematica,2024-02-08,6.9,pratico
Campise,Liberto,3BIT,Gestione Progetto e Organizzazione d'Impresa,2023-09-18,4.3,orale
Perini,Luigi,5CIT,Storia,2024-01-26,3.6,scritto
Benedetti,Sophia,3BIT,Sistemi e Reti,2024-05-19,4.5,pratico
Gentilini,Lina,3BIT,Lingua e Letteratura Italiana,2024-04-14,5.1,orale
Roero,Alberto,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-13,8.8,pratico
Cipolla,Federica,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-30,8.8,scritto
Zabarella,Fedele,4BIT,Religione Cattolica,2024-04-02,8.6,orale
Monaco,Graziano,3BIT,Lingua e Letteratura Italiana,2024-03-25,6.9,scritto
Crespi,Damiano,3BIT,Scienze Motorie e Sportive,2024-05-11,6.3,orale
Lippomano,Alessandro,4BIT,Scienze Motorie e Sportive,2023-12-12,8.9,scritto
Anichini,Marcella,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-02-19,6.1,orale
Alfieri,Ivan,3BIT,Informatica,2024-01-18,7.9,pratico
Schiavo,Amedeo,5CIT,Lingua e Letteratura Italiana,2024-01-04,4.5,orale
Ovadia,Telemaco,5CIT,Lingua Inglese,2024-02-03,3.6,orale
Soranzo,Raffaellino,4BIT,Sistemi e Reti,2024-04-15,9.3,orale
Ovadia,Telemaco,5CIT,Informatica,2024-02-29,9.1,scritto
Manolesso,Laura,3BIT,Lingua e Letteratura Italiana,2024-02-12,9.6,orale
Carocci,Emma,5CIT,Scienze Motorie e Sportive,2024-01-01,4.4,orale
Marrone,Lisa,3BIT,Lingua Inglese,2023-11-24,4.2,pratico
Boito,Carla,5CIT,Storia,2024-03-07,9.9,pratico
Ovadia,Telemaco,5CIT,Matematica,2023-09-18,3.7,orale
Mezzetta,Marcello,4BIT,Lingua e Letteratura Italiana,2024-03-22,9.0,orale
Monte,Berenice,3BIT,Sistemi e Reti,2024-03-16,5.1,orale
Staglieno,Pierluigi,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-01-13,7.3,orale
Petrocelli,Manuel,4BIT,Lingua e Letteratura Italiana,2024-01-13,8.8,pratico
Caffarelli,Luca,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-06-04,9.2,pratico
Bonaventura,Cecilia,4BIT,Sistemi e Reti,2024-04-21,6.7,scritto
Tamburini,Gemma,4BIT,Storia,2023-10-28,4.5,orale
Giorgetti,Alfredo,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-02-08,3.4,orale
Campise,Liberto,3BIT,Sistemi e Reti,2024-05-12,6.1,orale
Marrone,Lisa,3BIT,Lingua Inglese,2023-12-08,5.1,pratico
Crespi,Damiano,3BIT,Storia,2024-02-06,5.8,orale
Perini,Luigi,5CIT,Matematica,2023-11-11,4.5,scritto
Boito,Carla,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-24,4.6,scritto
Alfieri,Ivan,3BIT,Lingua Inglese,2023-11-09,6.4,orale
Trentini,Matilda,4BIT,Sistemi e Reti,2024-04-05,3.7,pratico
Bonaventura,Cecilia,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-04-30,6.9,scritto
Zabarella,Fedele,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-24,6.6,orale
Antonelli,Maura,3BIT,Informatica,2023-12-05,5.6,pratico
Monte,Berenice,3BIT,Lingua Inglese,2023-12-08,7.2,pratico
Gemito,Ludovico,3BIT,Scienze Motorie e Sportive,2024-02-04,9.6,orale
Petrocelli,Anita,3BIT,Informatica,2023-12-04,4.9,pratico
Satriani,Fulvio,4BIT,Sistemi e Reti,2024-06-02,5.4,orale
Petrocelli,Anita,3BIT,Lingua e Letteratura Italiana,2024-04-01,6.2,orale
Fantoni,Alphons,5CIT,Matematica,2023-11-11,7.2,orale
Pavanello,Marta,5CIT,Religione Cattolica,2024-01-26,6.3,pratico
Soranzo,Raffaellino,4BIT,Lingua e Letteratura Italiana,2024-05-26,7.3,pratico
Schiavo,Amedeo,5CIT,Matematica,2023-10-18,4.0,scritto
Rensi,Michelangelo,3BIT,Informatica,2024-03-06,7.3,pratico
Vianello,Ezio,4BIT,Scienze Motorie e Sportive,2023-10-17,3.5,scritto
Bongiorno,Simone,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-02-08,6.8,pratico
Pontecorvo,Mirko,5CIT,Scienze Motorie e Sportive,2024-04-13,7.8,scritto
Ovadia,Telemaco,5CIT,Religione Cattolica,2024-05-01,9.9,pratico
Fantoni,Alphons,5CIT,Lingua Inglese,2024-03-31,5.4,scritto
Benussi,Giorgio,4BIT,Storia,2024-01-20,7.2,scritto
Alfieri,Ivan,3BIT,Storia,2023-11-30,4.6,orale
Ceri,Augusto,4BIT,Scienze Motorie e Sportive,2023-11-19,5.2,scritto
Cipolla,Federica,3BIT,Lingua Inglese,2024-01-31,8.9,scritto
Balotelli,Roberto,4BIT,Lingua Inglese,2023-10-30,4.6,orale
Dossetti,Liberto,4BIT,Matematica,2023-09-23,5.8,pratico
Natta,Ludovico,5CIT,Storia,2024-06-01,8.2,orale
Rensi,Michelangelo,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-04-04,8.2,pratico
Alighieri,Gabriele,5CIT,Scienze Motorie e Sportive,2023-10-06,3.9,scritto
Cipolla,Federica,3BIT,Scienze Motorie e Sportive,2023-12-20,9.7,scritto
Giorgetti,Alfredo,4BIT,Matematica,2024-02-19,7.5,orale
Rubbia,Domenico,3BIT,Lingua e Letteratura Italiana,2023-09-27,5.4,scritto
Perini,Luigi,5CIT,Gestione Progetto e Organizzazione d'Impresa,2023-12-26,8.0,pratico
Cipolla,Federica,3BIT,Scienze Motorie e Sportive,2023-12-01,9.1,pratico
Valier,Carmelo,4BIT,Lingua Inglese,2023-10-11,9.3,scritto
Gemito,Ludovico,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-04-17,3.0,orale
Antonelli,Maura,3BIT,Informatica,2023-10-10,6.8,orale
Carfagna,Zaira,4BIT,Matematica,2024-05-10,4.2,pratico
Sgarbi,Fortunata,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-01-13,5.8,scritto
Nicoletti,Roberta,3BIT,Lingua e Letteratura Italiana,2024-05-06,9.9,scritto
Monte,Berenice,3BIT,Sistemi e Reti,2023-10-27,4.1,orale
Perini,Luigi,5CIT,Matematica,2024-02-09,4.0,pratico
Boito,Carla,5CIT,Lingua e Letteratura Italiana,2024-05-10,4.1,pratico
Vianello,Ezio,4BIT,Scienze Motorie e Sportive,2024-02-10,4.2,pratico
Marrone,Lisa,3BIT,Religione Cattolica,2024-01-22,3.0,orale
Tamburini,Gemma,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-14,4.9,pratico
Satriani,Fulvio,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-01-25,6.1,scritto
Antonelli,Maura,3BIT,Sistemi e Reti,2024-06-04,6.9,orale
Stefanelli,Amadeo,4BIT,Lingua e Letteratura Italiana,2024-01-04,4.1,orale
Crespi,Damiano,3BIT,Lingua e Letteratura Italiana,2023-10-29,3.6,orale
Niscoromni,Ermes,4BIT,Storia,2024-03-19,7.1,pratico
Gianetti,Elisa,4BIT,Scienze Motorie e Sportive,2024-05-26,7.5,orale
Boito,Carla,5CIT,Lingua Inglese,2023-11-27,5.6,orale
Maderna,Laureano,5CIT,Religione Cattolica,2023-11-07,5.3,scritto
Sgarbi,Fortunata,5CIT,Religione Cattolica,2023-11-03,7.5,orale
Satriani,Fulvio,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-05-01,9.7,scritto
Dossetti,Liberto,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-05-23,7.2,orale
Gonzaga,Ettore,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-05-29,8.7,scritto
Maderna,Laureano,5CIT,Informatica,2024-05-09,5.3,pratico
Forza,Hugo,3BIT,Matematica,2023-10-29,5.0,pratico
Rubbia,Domenico,3BIT,Matematica,2024-02-17,4.2,scritto
Soranzo,Raffaellino,4BIT,Religione Cattolica,2024-03-24,4.0,orale
Fantoni,Alphons,5CIT,Scienze Motorie e Sportive,2023-11-07,8.4,scritto
Anichini,Marcella,5CIT,Sistemi e Reti,2024-04-22,3.9,orale
Pezzali,Saverio,5CIT,Sistemi e Reti,2024-01-12,4.7,scritto
Peranda,Alina,3BIT,Storia,2023-10-07,6.1,orale
Satriani,Fulvio,4BIT,Sistemi e Reti,2023-12-22,6.7,scritto
Pavanello,Marta,5CIT,Religione Cattolica,2024-05-18,3.1,scritto
Esposito,Maurilio,3BIT,Matematica,2024-04-25,6.2,orale
Rensi,Michelangelo,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-04-30,8.0,pratico
Roero,Alberto,4BIT,Scienze Motorie e Sportive,2024-04-06,8.6,pratico
Zacchia,Romina,4BIT,Lingua e Letteratura Italiana,2023-11-30,9.7,scritto
Benedetti,Sophia,3BIT,Lingua e Letteratura Italiana,2024-02-20,7.5,orale
Blasi,Mirko,4BIT,Religione Cattolica,2023-10-09,5.9,pratico
Versace,Mattia,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-02,5.3,orale
Valier,Carmelo,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-13,5.6,orale
Montalcini,Niccolò,5CIT,Sistemi e Reti,2023-10-17,3.3,orale
Montalcini,Niccolò,5CIT,Storia,2024-04-26,6.3,scritto
Ceri,Augusto,4BIT,Informatica,2023-10-26,6.3,scritto
Blasi,Mirko,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-24,4.5,pratico
Maderna,Laureano,5CIT,Religione Cattolica,2023-12-28,8.1,pratico
Rubbia,Domenico,3BIT,Storia,2023-12-07,4.3,orale
Benedetti,Sophia,3BIT,Sistemi e Reti,2023-10-23,5.3,scritto
Gemito,Ludovico,3BIT,Matematica,2023-09-17,6.5,scritto
Gemito,Ludovico,3BIT,Storia,2024-03-07,6.2,orale
Giorgetti,Alfredo,4BIT,Sistemi e Reti,2024-04-26,6.4,scritto
Petrocelli,Manuel,4BIT,Sistemi e Reti,2024-02-15,9.9,scritto
Gonzaga,Ettore,5CIT,Sistemi e Reti,2024-02-18,4.4,orale
Fantoni,Alphons,5CIT,Scienze Motorie e Sportive,2023-09-25,5.5,scritto
Roero,Alberto,4BIT,Storia,2024-03-02,5.3,orale
Palmisano,Allegra,5CIT,Matematica,2024-02-06,5.1,orale
Pezzali,Saverio,5CIT,Gestione Progetto e Organizzazione d'Impresa,2023-12-21,8.2,orale
Schiavo,Amedeo,5CIT,Storia,2023-12-21,5.8,pratico
Manolesso,Laura,3BIT,Lingua e Letteratura Italiana,2023-10-10,7.4,pratico
Crespi,Damiano,3BIT,Informatica,2024-03-24,5.2,pratico
Petrocelli,Anita,3BIT,Lingua e Letteratura Italiana,2024-02-11,4.7,orale
Bajardi,Arturo,5CIT,Religione Cattolica,2023-12-29,6.5,pratico
Anichini,Marcella,5CIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-04,5.3,scritto
Versace,Mattia,4BIT,Lingua Inglese,2023-12-01,7.6,pratico
Benussi,Giorgio,4BIT,Sistemi e Reti,2023-12-31,9.5,scritto
Valier,Carmelo,4BIT,Lingua e Letteratura Italiana,2024-05-02,3.3,pratico
Zaccardo,Sandro,5CIT,Matematica,2024-05-16,5.5,orale
Boito,Carla,5CIT,Matematica,2024-04-14,4.6,pratico
Sgarbi,Fortunata,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-01,6.9,pratico
Petrocelli,Anita,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-22,4.9,scritto
Monaco,Graziano,3BIT,Storia,2023-11-20,9.5,orale
Marrone,Lisa,3BIT,Scienze Motorie e Sportive,2023-09-15,8.8,scritto
Alfieri,Ivan,3BIT,Gestione Progetto e Organizzazione d'Impresa,2023-10-03,9.4,scritto
Trentini,Matilda,4BIT,Storia,2023-12-28,4.2,pratico
Giorgetti,Alfredo,4BIT,Informatica,2023-12-21,8.3,pratico
Ovadia,Telemaco,5CIT,Sistemi e Reti,2024-05-02,3.5,orale
Zacchia,Romina,4BIT,Sistemi e Reti,2024-03-14,9.1,scritto
Caffarelli,Luca,4BIT,Scienze Motorie e Sportive,2023-10-03,3.5,orale
Mezzetta,Marcello,4BIT,Storia,2024-01-12,5.7,orale
Nicoletti,Roberta,3BIT,Sistemi e Reti,2024-03-18,3.8,pratico
Matteotti,Patrizia,3BIT,Scienze Motorie e Sportive,2024-01-27,5.8,orale
Cremonesi,Irma,3BIT,Scienze Motorie e Sportive,2023-11-06,5.2,orale
Vianello,Ezio,4BIT,Lingua e Letteratura Italiana,2024-05-24,8.6,scritto
Ceri,Augusto,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-11-19,8.5,pratico
Antonelli,Maura,3BIT,Sistemi e Reti,2024-02-23,8.0,pratico
Bonaventura,Cecilia,4BIT,Religione Cattolica,2024-04-12,7.2,scritto
Pedrazzini,Atenulf,5CIT,Storia,2023-12-01,6.0,pratico
Stefanelli,Amadeo,4BIT,Informatica,2023-09-17,5.8,pratico
Carocci,Emma,5CIT,Religione Cattolica,2024-02-05,7.4,pratico
Taliani,Maurizio,4BIT,Sistemi e Reti,2023-10-12,4.8,pratico
Soranzo,Raffaellino,4BIT,Religione Cattolica,2024-03-24,5.6,orale
Monte,Berenice,3BIT,Lingua e Letteratura Italiana,2024-02-29,6.9,orale
Satriani,Fulvio,4BIT,Scienze Motorie e Sportive,2023-11-30,7.2,pratico
Blasi,Mirko,4BIT,Lingua Inglese,2024-03-15,3.4,orale
Esposito,Maurilio,3BIT,Sistemi e Reti,2023-11-02,5.7,orale
Alfieri,Ivan,3BIT,Matematica,2024-02-17,5.2,scritto
Soranzo,Raffaellino,4BIT,Lingua Inglese,2024-06-01,9.2,orale
Benedetti,Sophia,3BIT,Religione Cattolica,2023-10-15,9.9,orale
Caffarelli,Luca,4BIT,Informatica,2024-01-01,8.7,orale
Cipolla,Federica,3BIT,Lingua Inglese,2024-02-25,4.6,orale
Benussi,Giorgio,4BIT,Lingua Inglese,2024-01-22,7.7,pratico
Perini,Luigi,5CIT,Scienze Motorie e Sportive,2024-01-28,8.7,pratico
Pontecorvo,Mirko,5CIT,Lingua e Letteratura Italiana,2023-10-22,4.9,scritto
Tamburini,Gemma,4BIT,Lingua Inglese,2023-10-10,6.4,orale
Delle,Fulvio,5CIT,Storia,2023-10-19,4.0,pratico
Alfieri,Ivan,3BIT,Sistemi e Reti,2024-05-13,4.0,pratico
Bajamonti,Tonino,3BIT,Lingua Inglese,2024-06-01,5.7,pratico
Natta,Ludovico,5CIT,Matematica,2024-01-18,5.6,orale
Carocci,Emma,5CIT,Storia,2024-06-06,7.3,orale
Petrocelli,Manuel,4BIT,Matematica,2023-12-08,8.7,pratico
Peranda,Alina,3BIT,Scienze Motorie e Sportive,2024-05-02,7.1,pratico
Valier,Carmelo,4BIT,Lingua Inglese,2023-10-01,6.0,pratico
Mezzetta,Marcello,4BIT,Religione Cattolica,2024-04-29,8.2,pratico
Rensi,Michelangelo,3BIT,Storia,2024-03-28,3.7,orale
Petrocelli,Manuel,4BIT,Storia,2024-03-07,6.3,scritto
Gentilini,Lina,3BIT,Matematica,2023-10-28,9.9,orale
Simeoni,Mirco,4BIT,Storia,2024-03-10,7.0,orale
Rensi,Michelangelo,3BIT,Sistemi e Reti,2024-04-18,8.9,pratico
Marrone,Lisa,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-19,9.3,orale
Pedrazzini,Atenulf,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-04,6.5,orale
Antonelli,Maura,3BIT,Matematica,2024-03-15,4.1,orale
Esposito,Maurilio,3BIT,Lingua Inglese,2023-10-23,4.3,orale
Pennetta,Griselda,5CIT,Lingua Inglese,2024-06-04,8.0,orale
Saraceno,Corrado,3BIT,Lingua e Letteratura Italiana,2023-09-19,8.7,pratico
Carfagna,Zaira,4BIT,Religione Cattolica,2024-02-28,7.6,pratico
Natta,Ludovico,5CIT,Scienze Motorie e Sportive,2024-03-08,9.9,scritto
Versace,Mattia,4BIT,Sistemi e Reti,2024-01-26,9.0,scritto
Sgarbi,Fortunata,5CIT,Religione Cattolica,2024-04-24,9.1,pratico
Staglieno,Pierluigi,5CIT,Informatica,2023-09-16,4.2,orale
Palmisano,Allegra,5CIT,Religione Cattolica,2023-10-29,7.8,scritto
Cimini,Tatiana,5CIT,Storia,2024-01-29,7.9,orale
Benedetti,Sophia,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-25,7.3,orale
Anichini,Marcella,5CIT,Lingua Inglese,2024-01-12,6.5,orale
Carfagna,Zaira,4BIT,Informatica,2024-02-20,4.0,scritto
Gonzaga,Ettore,5CIT,Storia,2023-12-19,9.3,scritto
Matteotti,Patrizia,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-06-01,7.4,orale
Caffarelli,Luca,4BIT,Storia,2024-03-20,5.2,orale
Bajamonti,Tonino,3BIT,Lingua e Letteratura Italiana,2023-10-06,6.3,scritto
Forza,Hugo,3BIT,Gestione Progetto e Organizzazione d'Impresa,2023-09-16,9.5,pratico
Rensi,Michelangelo,3BIT,Lingua e Letteratura Italiana,2024-02-18,7.4,pratico
Monduzzi,Loredana,5CIT,Scienze Motorie e Sportive,2024-01-27,7.9,orale
Campise,Liberto,3BIT,Sistemi e Reti,2023-10-14,9.0,pratico
Gianetti,Elisa,4BIT,Lingua e Letteratura Italiana,2024-04-22,9.8,orale
Perini,Luigi,5CIT,Sistemi e Reti,2024-03-05,7.0,orale
Anichini,Marcella,5CIT,Informatica,2024-06-07,3.7,scritto
Alfieri,Ivan,3BIT,Matematica,2024-05-26,5.7,pratico
Forza,Hugo,3BIT,Lingua Inglese,2024-04-17,4.2,pratico
Balotelli,Roberto,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-12-24,3.3,scritto
Delle,Fulvio,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-05,4.5,scritto
Bonaventura,Cecilia,4BIT,Lingua Inglese,2023-10-07,7.0,orale
Roero,Alberto,4BIT,Informatica,2024-04-22,7.4,pratico
Stefanelli,Amadeo,4BIT,Informatica,2024-01-17,8.0,scritto
Palmisano,Allegra,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-01-13,5.3,orale
Maderna,Laureano,5CIT,Informatica,2023-12-17,6.7,orale
Perini,Luigi,5CIT,Storia,2024-03-20,9.4,scritto
Ricci,Rita,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-04-27,7.1,orale
Anichini,Marcella,5CIT,Informatica,2023-10-20,9.6,orale
Delle,Fulvio,5CIT,Sistemi e Reti,2024-04-30,4.1,pratico
Benussi,Giorgio,4BIT,Scienze Motorie e Sportive,2024-01-12,5.9,pratico
Rensi,Michelangelo,3BIT,Religione Cattolica,2023-12-20,5.5,scritto
Benedetti,Sophia,3BIT,Religione Cattolica,2023-11-28,4.2,scritto
Pontecorvo,Mirko,5CIT,Lingua Inglese,2024-01-25,7.2,pratico
Satriani,Fulvio,4BIT,Storia,2023-12-31,7.6,orale
Bajardi,Arturo,5CIT,Sistemi e Reti,2024-01-21,4.3,scritto
Simeoni,Mirco,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-12-29,7.9,pratico
Seddio,Germana,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-06,6.3,pratico
Staglieno,Pierluigi,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-24,7.6,scritto
Carocci,Emma,5CIT,Storia,2024-05-07,7.7,scritto
Benussi,Giorgio,4BIT,Matematica,2023-10-12,7.8,scritto
Alfieri,Ivan,3BIT,Storia,2024-03-02,4.6,orale
Benussi,Giorgio,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-01-19,8.5,pratico
Antonelli,Maura,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-01-17,5.2,pratico
Bongiorno,Simone,3BIT,Lingua Inglese,2024-04-04,3.9,orale
Valier,Carmelo,4BIT,Religione Cattolica,2024-02-26,4.6,scritto
Simeoni,Mirco,4BIT,Religione Cattolica,2024-01-29,4.7,orale
Nicoletti,Roberta,3BIT,Sistemi e Reti,2024-03-10,5.0,orale
Gemito,Ludovico,3BIT,Religione Cattolica,2024-05-28,3.6,pratico
Natta,Ludovico,5CIT,Sistemi e Reti,2024-03-26,7.1,scritto
Gentilini,Lina,3BIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-22,5.8,pratico
Rensi,Michelangelo,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-05-02,8.5,orale
Pavanello,Marta,5CIT,Matematica,2024-01-04,8.3,pratico
Nicoletti,Roberta,3BIT,Matematica,2024-02-11,5.3,pratico
Staglieno,Pierluigi,5CIT,Scienze Motorie e Sportive,2024-01-08,9.2,orale
Simeoni,Mirco,4BIT,Sistemi e Reti,2023-11-07,3.1,pratico
Fantoni,Alphons,5CIT,Lingua e Letteratura Italiana,2023-11-10,9.6,pratico
Petrocelli,Manuel,4BIT,Lingua Inglese,2023-12-25,6.1,orale
Monaco,Graziano,3BIT,Religione Cattolica,2024-02-03,8.6,scritto
Anichini,Marcella,5CIT,Storia,2023-12-20,9.5,orale
Dossetti,Liberto,4BIT,Lingua e Letteratura Italiana,2024-05-09,9.2,pratico
Saraceno,Corrado,3BIT,Storia,2024-01-09,6.3,scritto
Ceri,Augusto,4BIT,Lingua Inglese,2024-01-13,9.4,orale
Boito,Carla,5CIT,Informatica,2023-09-16,4.9,orale
Versace,Mattia,4BIT,Lingua e Letteratura Italiana,2024-01-23,8.9,orale
Matteotti,Patrizia,3BIT,Religione Cattolica,2024-04-07,7.7,pratico
Staglieno,Pierluigi,5CIT,Lingua Inglese,2024-05-21,5.0,pratico
Anichini,Marcella,5CIT,Scienze Motorie e Sportive,2023-10-01,4.9,pratico
Gentilini,Lina,3BIT,Matematica,2023-11-29,9.5,orale
Blasi,Mirko,4BIT,Informatica,2024-05-02,7.4,scritto
Gianetti,Elisa,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-11-14,8.7,pratico
Ovadia,Telemaco,5CIT,Lingua e Letteratura Italiana,2024-02-13,8.3,pratico
Peranda,Alina,3BIT,Lingua e Letteratura Italiana,2024-05-08,4.1,scritto
Lippomano,Alessandro,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-11-27,4.9,scritto
Cremonesi,Irma,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-05-06,6.2,pratico
Tamburini,Gemma,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-21,3.4,scritto
Zacchia,Romina,4BIT,Matematica,2024-02-28,6.0,pratico
Benedetti,Sophia,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-08,4.8,scritto
Sgarbi,Fortunata,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-28,4.2,pratico
Casini,Valentina,3BIT,Religione Cattolica,2023-11-30,3.9,scritto
Stefanelli,Amadeo,4BIT,Sistemi e Reti,2024-04-18,4.7,scritto
Peranda,Alina,3BIT,Lingua Inglese,2024-01-05,7.2,scritto
Satriani,Fulvio,4BIT,Sistemi e Reti,2024-05-03,5.7,pratico
Rensi,Michelangelo,3BIT,Informatica,2024-02-04,7.1,scritto
Dossetti,Liberto,4BIT,Lingua e Letteratura Italiana,2023-11-29,4.2,scritto
Bajardi,Arturo,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-06-05,4.2,orale
Cipolla,Federica,3BIT,Lingua e Letteratura Italiana,2024-05-25,9.5,scritto
Sgarbi,Fortunata,5CIT,Sistemi e Reti,2024-03-29,7.5,scritto
Manolesso,Laura,3BIT,Informatica,2024-03-08,7.6,scritto
Matteotti,Patrizia,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-04-18,7.8,pratico
Balotelli,Roberto,4BIT,Sistemi e Reti,2023-10-17,4.8,pratico
Coardi,Franco,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-12-10,5.8,orale
Petrocelli,Manuel,4BIT,Sistemi e Reti,2024-05-08,3.4,pratico
Dossetti,Liberto,4BIT,Lingua Inglese,2024-04-28,8.1,scritto
Pontecorvo,Mirko,5CIT,Storia,2023-09-19,4.8,pratico
Satriani,Fulvio,4BIT,Informatica,2024-04-05,7.6,orale
Nicoletti,Roberta,3BIT,Religione Cattolica,2023-10-07,6.5,scritto
Sgarbi,Fortunata,5CIT,Lingua Inglese,2023-11-22,6.4,scritto
Dossetti,Liberto,4BIT,Informatica,2023-11-14,5.4,orale
Zacchia,Romina,4BIT,Sistemi e Reti,2024-05-06,6.0,pratico
Roero,Alberto,4BIT,Matematica,2023-11-11,5.7,scritto
Campise,Liberto,3BIT,Scienze Motorie e Sportive,2023-10-17,9.8,scritto
Alfieri,Ivan,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-24,8.4,orale
Giorgetti,Alfredo,4BIT,Scienze Motorie e Sportive,2024-05-06,8.1,scritto
Roero,Alberto,4BIT,Lingua e Letteratura Italiana,2024-02-27,5.5,orale
Monte,Berenice,3BIT,Scienze Motorie e Sportive,2024-01-09,4.6,orale
Ceri,Augusto,4BIT,Lingua Inglese,2023-12-07,4.5,scritto
Tamburini,Gemma,4BIT,Scienze Motorie e Sportive,2024-04-10,8.0,orale
Zaccardo,Sandro,5CIT,Storia,2023-12-29,7.6,pratico
Pezzali,Saverio,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-19,3.9,pratico
